club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country
Wigan Athletic,David Cotterill,18.0,Right Winger,Bristol City,€3.20m,in,Summer,3.2,Premier League,2006,2006/2007,England
Wigan Athletic,Kevin Kilbane,29.0,Left Midfield,Everton,€2.50m,in,Summer,2.5,Premier League,2006,2006/2007,England
Wigan Athletic,Emmerson Boyce,26.0,Right-Back,Crystal Palace,€1.50m,in,Summer,1.5,Premier League,2006,2006/2007,England
Wigan Athletic,Antonio Valencia,20.0,Right-Back,Villarreal,Loan fee:€400Th.,in,Summer,0.4,Premier League,2006,2006/2007,England
West Ham United,Carlos Tévez,22.0,Second Striker,Corinthians,€14.60m,in,Summer,14.6,Premier League,2006,2006/2007,England
West Ham United,Javier Mascherano,22.0,Defensive Midfield,Corinthians,€14.60m,in,Summer,14.6,Premier League,2006,2006/2007,England
West Ham United,Rob Green,26.0,Goalkeeper,Norwich,€3.00m,in,Summer,3.0,Premier League,2006,2006/2007,England
West Ham United,Carlton Cole,22.0,Centre-Forward,Chelsea,€3.00m,in,Summer,3.0,Premier League,2006,2006/2007,England
West Ham United,George McCartney,25.0,Left-Back,Sunderland,€1.63m,in,Summer,1.63,Premier League,2006,2006/2007,England
West Ham United,Tyrone Mears,23.0,Right-Back,Preston,€1.50m,in,Summer,1.5,Premier League,2006,2006/2007,England
West Ham United,John Paintsil,25.0,Right-Back,Hapoel Tel Aviv,€1.50m,in,Summer,1.5,Premier League,2006,2006/2007,England
West Ham United,Lee Bowyer,29.0,Central Midfield,Newcastle,€1.13m,in,Summer,1.13,Premier League,2006,2006/2007,England
West Ham United,Jonathan Spector,20.0,Centre-Back,Man Utd,€750Th.,in,Summer,0.75,Premier League,2006,2006/2007,England
Reading FC,Ki-hyeon Seol,27.0,Right Winger,Wolves,€1.50m,in,Summer,1.5,Premier League,2006,2006/2007,England
Reading FC,Sam Sodje,27.0,Centre-Back,Brentford,€750Th.,in,Summer,0.75,Premier League,2006,2006/2007,England
